allnow, title, follow, score, count, view_6, danmaku, reply, coin, share, like, view_5, danmaku, reply, coin, share, like, view_4, danmaku, reply, coin, share, like, view_3, danmaku, reply, coin, share, like, view_PV2, danmaku, reply, coin, share, like, view_2, danmaku, reply, coin, share, like, view_PV1, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
8, 28228266, 624994, 9.8, 18627, 548727, 15624, 6935, 9387, 115, 1896, 432665, 13914, 847, 3725, 48, 1452, 452608, 18322, 939, 3595, 35, 1375, 529274, 15811, 1744, 3866, 51, 1583, 305675, 416, 2557, 1894, 94, 234, 574589, 17624, 2329, 4095, 46, 1330, 305675, 416, 2557, 1894, 94, 234, 1970806, 40643, 8834, 13315, 389, 1670, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, view_1, danmaku, reply, coin, share, like, 
2, 28228168, 396119, 0, 0, 524189, 444, 1729, 543, 18, 200, 1174341, 68444, 8900, 8186, 95, 2438, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
2, 28228269, 196240, 0, 0, 266178, 285, 1126, 237, 11, 248, 303297, 7498, 2672, 1623, 72, 2679, 

allnow, title, follow, score, count, view_pv, danmaku, reply, coin, share, like, 
1, 28228414, 151538, 0, 0, 94083, 259, 826, 238, 16, 303, 

allnow, title, follow, score, count, 
0, 28228461, 620, 0, 0, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228440, 140587, 0, 0, 153358, 186, 469, 188, 7, 96, 

allnow, title, follow, score, count, view_SP, danmaku, reply, coin, share, like, view_PV, danmaku, reply, coin, share, like, 
2, 28228439, 161569, 0, 0, 22620, 89, 208, 135, 13, 700, 216246, 959, 1493, 546, 13, 93, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228443, 394067, 0, 0, 446530, 865, 2294, 915, 17, 112, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228438, 443900, 0, 0, 125574, 250, 727, 678, 2, 138, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228433, 48302, 0, 0, 53525, 289, 510, 64, 4, 85, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228413, 190305, 0, 0, 154230, 135, 620, 147, 2, 117, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228276, 376637, 0, 0, 88559, 461, 1426, 983, 9, 103, 

allnow, title, follow, score, count, 
0, 28228462, 39817, 0, 0, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228410, 160090, 0, 0, 147810, 246, 668, 260, 14, 256, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, view_SP, danmaku, reply, coin, share, like, 
2, 28228434, 832523, 0, 0, 147278, 1343, 2617, 1333, 27, 93, 132383, 320, 541, 513, 25, 394, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228277, 88736, 0, 0, 116295, 883, 1679, 515, 15, 98, 

allnow, title, follow, score, count, 
0, 28228448, 253092, 0, 0, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228386, 3927436, 0, 0, 2098186, 37059, 23639, 40364, 346, 130, 

allnow, title, follow, score, count, 
0, 28228409, 645120, 0, 0, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228420, 35656, 0, 0, 42107, 99, 423, 148, 3, 99, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228367, 5455080, 0, 0, 2812045, 17274, 10691, 30747, 4418, 12077, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228406, 138755, 0, 0, 85073, 230, 482, 208, 6, 100, 

allnow, title, follow, score, count, 
0, 28228449, 463544, 0, 0, 

allnow, title, follow, score, count, 
0, 28228437, 33628, 0, 0, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228268, 619063, 0, 0, 100959, 138, 731, 184, 3, 117, 

allnow, title, follow, score, count, view_PV, danmaku, reply, coin, share, like, 
1, 28228119, 5886067, 0, 0, 1679413, 17412, 10521, 17573, 205, 37, 

allnow, title, follow, score, count, view_1, danmaku, reply, coin, share, like, 
1, 28228490, 1469, 0, 0, 5459, 184, 55, 40, 20, 150, 

allnow, title, follow, score, count, 
0, 28228488, 470, 0, 0, 

allnow, title, follow, score, count, 
0, 28228475, 348, 0, 0, 

allnow, title, follow, score, count, view_1, danmaku, reply, coin, share, like, 
1, 28228469, 649, 0, 0, 1761, 13, 21, 19, 19, 205, 

allnow, title, follow, score, count, 
0, 28228481, 322, 0, 0, 

allnow, title, follow, score, count, 
0, 28228480, 457, 0, 0, 

allnow, title, follow, score, count, 
0, 28228485, 1199, 0, 0, 

allnow, title, follow, score, count, 
0, 28228483, 481, 0, 0, 

allnow, title, follow, score, count, 
0, 28228476, 229, 0, 0, 

allnow, title, follow, score, count, 
0, 28228474, 1257, 0, 0, 

allnow, title, follow, score, count, 
0, 28228473, 12784, 0, 0, 

allnow, title, follow, score, count, 
0, 28228478, 1419, 0, 0, 

allnow, title, follow, score, count, 
0, 28228510, 53159, 0, 0, 

allnow, title, follow, score, count, 
0, 28228507, 4863, 0, 0, 

allnow, title, follow, score, count, view_1, danmaku, reply, coin, share, like, 
1, 28228499, 2236, 0, 0, 8972, 170, 146, 100, 22, 211, 

allnow, title, follow, score, count, 
0, 28228524, 4094, 0, 0, 

allnow, title, follow, score, count, 
0, 28228491, 516, 0, 0, 

allnow, title, follow, score, count, 
0, 28228487, 19025, 0, 0, 

